n,Our_Best_mm,Our_Algo,LKH_Optimal_mm,HeldKarp_LB_mm,Gap_vs_LKH_pct,Gap_vs_HK_pct
50,1927.2947,SA,1833.7724,1798.8636,5.1000,7.1396
